No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
3660,9,A,Acer saccharum,0.065,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,20.26,,-0.69,14,11.94,11,38.5,1,,
4441,11,C,Quercus alba,0.055,Low,2016,Quercus alba,1320,Non-Sterile,Conspecific,EMF,EMF,5/22/18,26.13,41.5,4.6,19.01,22.53,17,59.5,1,,
3673,9,B,Prunus serotina,0.074,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.09,,0.58,5.21,6.67,11,38.5,1,,
4446,11,C,Quercus rubra,0.055,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,15.04,28.28,3.78,20.24,18.82,21,73.5,1,,
3682,9,E,Prunus serotina,0.071,Low,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,36.17,,0.4,5.28,7.28,11,38.5,1,,
3698,9,E,Prunus serotina,0.071,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,19.46,,0.67,6.65,10.97,11,38.5,1,,
4455,11,A,Quercus rubra,0.068,Low,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,5/24/18,16.3,28.79,2.49,25.27,11.64,33,115.5,0,,1
3709,9,B,Prunus serotina,0.074,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,27.64,,0.64,7.05,11.39,11,38.5,1,,
3717,9,B,Prunus serotina,0.074,Low,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/7/18,34.77,,0.46,5.11,7.11,11,38.5,1,,
3762,9,D,Prunus serotina,0.073,Low,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/7/18,32.01,,0.42,5.3,7.15,11,38.5,1,,
3773,9,D,Prunus serotina,0.073,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,31.46,,0.67,7.54,11.5,11,38.5,1,,
3775,9,D,Prunus serotina,0.073,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,31.46,,0.67,7.54,11.5,11,38.5,1,,
3792,9,D,Acer saccharum,0.073,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,22.62,,-0.71,13.98,11.83,11,38.5,1,,
3805,9,B,Acer saccharum,0.074,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,18.47,,-0.63,13.61,11.92,11,38.5,1,,
4478,11,C,Quercus alba,0.055,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,20.01,31.97,4.66,20.98,18.33,33,115.5,0,,1
3809,9,D,Prunus serotina,0.073,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,31.46,,0.67,7.54,11.5,11,38.5,1,,
3854,9,B,Prunus serotina,0.074,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.09,,0.58,5.21,6.67,11,38.5,1,,
3885,9,D,Prunus serotina,0.073,Low,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/7/18,32.01,,0.42,5.3,7.15,11,38.5,1,,
3887,9,D,Prunus serotina,0.073,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,20.12,,0.6,5.11,8.14,11,38.5,1,,
3924,10,C,Acer saccharum,0.075,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,21.42,,-0.68,13.96,11.83,11,38.5,1,,
4494,11,C,Quercus rubra,0.055,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,30.61,32.86,3.91,27.28,15.18,33,115.5,0,,1
4497,11,C,Quercus rubra,0.055,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,15.04,28.28,3.78,20.24,18.82,33,115.5,0,,1
3958,10,C,Acer saccharum,0.075,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,21.42,,-0.68,13.96,11.83,11,38.5,1,,
4008,10,C,Acer saccharum,0.075,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,21.42,,-0.68,13.96,11.83,11,38.5,1,,
4575,11,B,Acer saccharum,0.055,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/11/18,13.31,,0.01,10.11,10.79,11,38.5,1,,
4611,11,B,Acer saccharum,0.055,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,17.82,,-0.13,9.36,9.45,11,38.5,1,,
4505,11,A,Quercus rubra,0.068,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,20.27,30.37,3.51,27.39,13.87,33,115.5,0,,1
5107,12,D,Acer saccharum,0.032,Low,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/11/18,19.41,,-0.24,9.61,10.03,11,38.5,1,,
5223,13,A,Prunus serotina,0.052,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,30.09,,0.73,5.99,9.98,11,38.5,1,,
5236,13,C,Prunus serotina,0.087,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,36.65,,0.71,10.43,13.72,11,38.5,1,,
4524,11,A,Quercus alba,0.068,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,21.72,38.52,4.52,22,17.55,33,115.5,0,,1
5244,13,A,Prunus serotina,0.052,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,25.63,,0.51,4.87,6.83,11,38.5,1,,
5310,13,C,Acer saccharum,0.087,Med,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,5/17/18,8.7,,0.05,12.43,12.39,11,38.5,1,,
5321,13,A,Prunus serotina,0.052,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,25.63,,0.51,4.87,6.83,11,38.5,1,,
5342,13,C,Prunus serotina,0.087,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,38.92,,0.7,8.13,11.62,11,38.5,1,,
5343,13,C,Prunus serotina,0.087,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,28.46,,0.65,10.38,13.66,11,38.5,1,,
5345,13,C,Prunus serotina,0.087,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,41.39,,0.78,10.2,13.54,11,38.5,1,,
5404,13,B,Prunus serotina,0.093,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,40.21,,0.75,10.36,13.63,11,38.5,1,,
5409,13,E,Prunus serotina,0.077,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,57.81,,0.58,5.41,6.68,11,38.5,1,,
5433,13,D,Prunus serotina,0.086,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.51,,0.63,10.91,13.43,11,38.5,1,,
4541,11,B,Quercus rubra,0.055,Low,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,5/24/18,12.68,17.24,2.36,25.86,11.26,33,115.5,0,,1
5436,13,D,Prunus serotina,0.086,Med,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.89,,0.19,10.49,13.72,11,38.5,1,,
4546,11,E,Quercus alba,0.068,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,19,33.28,4.85,25.21,15.67,20,70,1,,
5461,13,B,Prunus serotina,0.093,Med,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.16,,0.19,10.53,13.99,11,38.5,1,,
4552,11,D,Quercus rubra,0.05,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,15.11,19.98,2.42,23.34,12.3,33,115.5,0,,1
4558,11,B,Quercus rubra,0.055,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,30.61,32.86,3.91,27.28,15.18,19,66.5,1,,
5498,13,B,Prunus serotina,0.093,Med,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.16,,0.19,10.53,13.99,11,38.5,1,,
5528,13,B,Prunus serotina,0.093,Med,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.16,,0.19,10.53,13.99,11,38.5,1,,
4561,11,B,Quercus rubra,0.055,Low,2017,Quercus rubra,1595,Non-Sterile,Conspecific,EMF,EMF,5/24/18,12.68,17.24,2.36,25.86,11.26,33,115.5,0,,1
5538,13,D,Prunus serotina,0.086,Med,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,35.87,,0.72,10.36,13.55,11,38.5,1,,
5584,13,B,Prunus serotina,0.093,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,40.21,,0.75,10.36,13.63,11,38.5,1,,
4566,11,D,Quercus rubra,0.05,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,23.44,40.82,3.82,26.95,14.67,19,66.5,1,,
5615,13,D,Prunus serotina,0.086,Med,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.89,,0.19,10.49,13.72,11,38.5,1,,
5787,14,A,Acer saccharum,0.06,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,17.77,,-0.2,10.8,11.03,11,38.5,1,,
5942,14,B,Acer saccharum,0.074,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,18.47,,-0.63,13.61,11.92,11,38.5,1,,
5959,14,B,Acer saccharum,0.074,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,18.47,,-0.63,13.61,11.92,11,38.5,1,,
6270,15,B,Acer saccharum,0.11,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/11/18,15.14,,-0.04,13.23,12.2,11,38.5,1,,
6640,16,C,Acer saccharum,0.133,High,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/11/18,19.54,,0.46,13.77,12.5,11,38.5,1,,
6744,16,D,Acer saccharum,0.133,High,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,21.71,,-0.59,13.72,12.22,11,38.5,1,,
6861,16,B,Acer saccharum,0.105,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,22.32,,-0.56,13.96,12.12,11,38.5,1,,
7170,17,B,Acer saccharum,0.111,Med,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,6/11/18,8.61,,0.1,12.12,12.1,11,38.5,1,,
7247,17,D,Acer saccharum,0.118,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,25.33,,-0.75,12.88,12.14,11,38.5,1,,
4595,11,B,Quercus alba,0.055,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,20.01,31.97,4.66,20.98,18.33,20,70,1,,
7424,18,A,Acer saccharum,0.141,High,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/11/18,14.28,,0.34,13.93,12.44,11,38.5,1,,
7508,18,A,Quercus rubra,0.141,High,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,5/24/18,23.6,49.9,4.32,20.32,20.84,11,38.5,1,,
3,1,A,Prunus serotina,0.108,Med,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/8/18,23.31,,0.2,10.42,13.92,12,42,1,,
4605,11,D,Quercus alba,0.05,Low,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,5/17/18,9.44,4.87,2.38,18.81,18.49,33,115.5,0,,1
4609,11,B,Quercus rubra,0.055,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.38,27.94,3.78,20.27,18.87,18,63,1,,
90,1,C,Prunus serotina,0.106,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,40.94,,0.81,10.46,14.29,12,42,1,,
157,1,C,Prunus serotina,0.106,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,37.24,,0.6,9.8,12.17,12,42,1,,
188,1,E,Prunus serotina,0.098,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,37.78,,0.71,8.34,11.45,12,42,1,,
249,1,D,Prunus serotina,0.107,Med,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/8/18,26.28,,0.19,10.56,13.97,12,42,1,,
4626,11,D,Quercus alba,0.05,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,23.54,37.17,4.31,19.4,20.31,20,70,1,,
251,1,D,Prunus serotina,0.107,Med,2017,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,44.63,,0.82,10.1,13.63,12,42,1,,
4637,11,D,Quercus alba,0.05,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,20.71,23.57,4.66,18.64,21.83,33,115.5,0,,1
269,1,D,Prunus serotina,0.107,Med,2017,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,38.61,,0.67,9.22,11.93,12,42,1,,
325,1,B,Prunus serotina,0.1,Med,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/8/18,22.84,,0.21,10.4,13.93,12,42,1,,
335,1,D,Prunus serotina,0.107,Med,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,44.63,,0.82,10.1,13.63,12,42,1,,
357,1,D,Prunus serotina,0.107,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,44.63,,0.82,10.1,13.63,12,42,1,,
360,1,D,Prunus serotina,0.107,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,38.61,,0.67,9.22,11.93,12,42,1,,
4648,11,B,Quercus rubra,0.055,Low,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,5/23/18,12.48,5.31,2.53,27.33,9.95,17,59.5,1,,
4650,11,B,Quercus alba,0.055,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,29.62,34.36,4.59,19.2,21.61,19,66.5,1,,
372,1,D,Prunus serotina,0.107,Med,2016,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/8/18,26.28,,0.19,10.56,13.97,12,42,1,,
393,1,D,Prunus serotina,0.107,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,44.63,,0.82,10.1,13.63,12,42,1,,
437,2,A,Prunus serotina,0.083,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.39,,0.62,9.43,11.96,12,42,1,,
451,2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,37.18,,0.63,7.87,11.46,12,42,1,,
459,2,A,Prunus serotina,0.083,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.39,,0.62,9.43,11.96,12,42,1,,
4665,11,B,Quercus alba,0.055,Low,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,5/17/18,10.58,4.23,2.29,19.25,18.63,19,66.5,1,,
462,2,C,Prunus serotina,0.097,Med,2017,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,43.67,,0.79,9.95,13.16,12,42,1,,
463,2,C,Prunus serotina,0.097,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,33.29,,0.57,10.94,13.76,12,42,1,,
4672,11,D,Quercus rubra,0.05,Low,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,5/23/18,11.48,3.33,2.54,26.12,11.05,33,115.5,0,,1
476,2,A,Quercus rubra,0.083,Med,2016,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,4.89,3.78,3.39,24.95,14.51,12,42,1,,
483,2,C,Prunus serotina,0.097,Med,2017,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,36.14,,0.71,8.39,11.59,12,42,1,,
545,2,A,Prunus serotina,0.083,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,41.92,,0.74,8.53,11.85,12,42,1,,
567,2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,37.18,,0.63,7.87,11.46,12,42,1,,
571,2,C,Prunus serotina,0.097,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,33.29,,0.57,10.94,13.76,12,42,1,,
577,2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,37.18,,0.63,7.87,11.46,12,42,1,,
4692,11,D,Quercus rubra,0.05,Low,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,5/23/18,11.48,3.33,2.54,26.12,11.05,21,73.5,1,,
608,2,C,Prunus serotina,0.097,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,29.61,,0.56,10.65,13.69,12,42,1,,
615,2,A,Prunus serotina,0.083,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,31,,0.57,10.76,13.36,12,42,1,,
4698,11,D,Quercus alba,0.05,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,21.36,32.42,4.76,19.11,22.08,33,115.5,0,,1
641,2,E,Acer saccharum,0.118,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,25.33,,-0.75,12.88,12.14,12,42,1,,
643,2,C,Prunus serotina,0.097,Med,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,43.67,,0.79,9.95,13.16,12,42,1,,
655,2,B,Acer saccharum,0.082,Med,2016,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.02,,-0.63,14.18,12.41,12,42,1,,
666,2,D,Prunus serotina,0.1,Med,2016,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/8/18,22.84,,0.21,10.4,13.93,12,42,1,,
726,2,B,Prunus serotina,0.082,Med,2016,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/8/18,30.68,,0.38,9.31,11.9,12,42,1,,
754,2,D,Prunus serotina,0.1,Med,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.05,,0.73,10.55,13.75,12,42,1,,
756,2,D,Prunus serotina,0.1,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,31.81,,0.71,10.3,13.48,12,42,1,,
4727,11,D,Quercus rubra,0.05,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,18.87,26.49,3.84,23.21,16.67,18,63,1,,
4736,11,B,Quercus rubra,0.055,Low,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,5/23/18,12.48,5.31,2.53,27.33,9.95,33,115.5,0,,1
4738,11,B,Quercus alba,0.055,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,19.17,25.9,4.73,18.57,22.51,21,73.5,1,,
4744,11,D,Quercus alba,0.05,Low,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,5/17/18,9.44,4.87,2.38,18.81,18.49,33,115.5,0,,1
762,2,B,Prunus serotina,0.082,Med,2017,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,41.69,,0.67,7.08,11.28,12,42,1,,
782,2,B,Acer saccharum,0.082,Med,2017,Prunus serotina,I,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.02,,-0.63,14.18,12.41,12,42,1,,
796,2,B,Prunus serotina,0.082,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,44.69,,0.69,10.07,13,12,42,1,,
821,2,D,Prunus serotina,0.1,Med,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/8/18,22.84,,0.21,10.4,13.93,12,42,1,,
824,2,D,Prunus serotina,0.1,Med,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/8/18,22.84,,0.21,10.4,13.93,12,42,1,,
831,2,B,Prunus serotina,0.082,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,41.69,,0.67,7.08,11.28,12,42,1,,
845,2,D,Prunus serotina,0.1,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.05,,0.73,10.55,13.75,12,42,1,,
877,3,C,Acer saccharum,0.103,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.33,,-0.04,13.45,12.56,12,42,1,,
4757,12,A,Quercus rubra,0.063,Low,2017,Sterile,984,Sterile,Sterilized,EMF,Sterile,5/23/18,11.79,7.99,2.56,25.62,11.47,33,115.5,0,,1
907,3,A,Prunus serotina,0.08,Med,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,6/5/18,12.2,,0.07,7.43,11.6,12,42,1,,
4762,12,C,Quercus rubra,0.047,Low,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,10.34,3.62,2.48,26.38,11.04,17,59.5,1,,
956,3,A,Prunus serotina,0.08,Med,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,12.2,,0.07,7.43,11.6,12,42,1,,
971,3,C,Prunus serotina,0.103,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,19.14,,0.34,10.75,13.6,12,42,1,,
981,3,A,Acer saccharum,0.08,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.57,,-0.1,13.73,12.47,12,42,1,,
996,3,A,Prunus serotina,0.08,Med,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,32.34,,0.37,8.48,11.26,12,42,1,,
4780,12,C,Quercus rubra,0.047,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,16.59,19.58,2.4,23.47,12.33,21,73.5,1,,
1044,3,C,Acer saccharum,0.103,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.55,,0.18,14.06,12.1,12,42,1,,
1066,3,A,Acer saccharum,0.08,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.57,,-0.1,13.73,12.47,12,42,1,,
1077,3,C,Prunus serotina,0.103,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,19.14,,0.34,10.75,13.6,12,42,1,,
1104,3,B,Acer saccharum,0.082,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.77,,-0.05,14.08,12.62,12,42,1,,
1127,3,D,Acer saccharum,0.087,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.91,,0.31,13.94,12.3,12,42,1,,
